,Unnamed: 0.2,IRA_Alta,Influenza,Neumonia,Bronquitis_bronquiolitis,Crisis_obstructiva_bronquial,Otra_causa_respiratoria,CAUSAS_SISTEMA_RESPIRATORIO,COVID19_Confirmado_u,COVID19_Confirmado_h,Humedad,Rocio,Temperatura,Temperatura_min,Temperatura_max,MP10,MP2.5
200,200,53.0,0.0,4.0,9.0,13.0,6.0,4.0,0.0,0.0,63.0,7.4,15.6,9.9,23.6,31.3,9.2
201,201,70.0,0.0,5.0,4.0,17.0,9.0,8.0,2.0,1.0,68.9,10.3,16.7,12.4,25.5,25.1,5.8
202,202,68.0,0.0,5.0,4.0,10.0,9.0,8.0,1.0,0.0,67.0,11.0,17.8,13.1,26.0,37.4,8.3
203,203,56.0,1.0,5.0,4.0,19.0,7.0,7.0,0.0,0.0,67.4,12.0,18.7,14.4,26.2,43.8,10.2
204,204,70.0,0.0,4.0,6.0,11.0,8.0,3.0,0.0,0.0,64.4,7.2,14.9,10.0,23.9,38.3,8.4
205,205,40.0,0.0,3.0,1.0,15.0,11.0,7.0,1.0,0.0,63.3,11.4,19.1,13.9,23.8,35.8,8.2
206,206,32.0,0.0,3.0,3.0,10.0,2.0,5.0,0.0,0.0,66.8,12.4,19.2,14.8,27.5,37.4,8.2
207,207,41.0,0.0,7.0,3.0,8.0,10.0,5.0,5.0,2.0,66.9,8.5,15.4,9.6,23.6,31.1,7.6
208,208,39.0,2.0,7.0,3.0,7.0,4.0,8.0,9.0,6.0,67.5,9.8,16.6,11.8,26.2,34.0,8.4
209,209,51.0,2.0,7.0,6.0,15.0,12.0,13.0,15.0,6.0,65.4,11.4,18.7,13.0,27.2,30.6,8.2
210,210,72.0,5.0,8.0,1.0,11.0,5.0,10.0,16.0,11.0,64.4,12.1,19.8,14.6,28.7,38.8,9.4
211,211,60.0,5.0,8.0,6.0,6.0,4.0,8.0,13.0,6.0,65.9,11.5,18.6,13.9,26.9,29.5,9.0
212,212,55.0,0.0,11.0,2.0,7.0,9.0,11.0,29.0,18.0,68.2,7.6,14.0,9.7,24.5,31.9,10.4
213,213,37.0,0.0,7.0,3.0,5.0,8.0,4.0,23.0,11.0,62.6,11.6,19.8,14.5,28.4,28.8,9.2
214,214,34.0,1.0,9.0,1.0,9.0,2.0,6.0,15.0,11.0,67.2,12.0,18.7,14.1,27.2,22.3,6.4
215,215,44.0,1.0,7.0,1.0,11.0,4.0,3.0,17.0,10.0,65.8,11.3,18.5,13.6,27.4,28.8,8.2
216,216,41.0,0.0,7.0,4.0,4.0,7.0,10.0,16.0,11.0,62.4,7.0,15.1,9.5,22.8,31.0,8.6
217,217,47.0,0.0,9.0,0.0,6.0,7.0,5.0,23.0,11.0,67.7,11.5,18.1,14.0,26.0,27.7,8.4
218,218,46.0,0.0,7.0,1.0,12.0,16.0,5.0,21.0,15.0,61.3,9.7,18.1,11.7,27.0,28.6,7.1
219,219,33.0,0.0,13.0,1.0,13.0,12.0,11.0,10.0,5.0,69.7,10.3,16.4,11.6,25.7,29.3,7.8
220,220,69.0,0.0,8.0,1.0,5.0,11.0,9.0,39.0,12.0,63.5,7.9,15.9,10.4,23.5,42.0,13.8
221,221,47.0,0.0,5.0,3.0,6.0,15.0,8.0,46.0,16.0,71.6,10.2,15.8,12.3,24.5,35.3,12.6
222,222,88.0,5.0,0.0,4.0,4.0,10.0,3.0,44.0,28.0,68.6,9.8,16.1,11.6,23.8,46.6,9.7
223,223,47.0,0.0,12.0,2.0,10.0,10.0,4.0,48.0,27.0,65.6,8.8,15.8,10.4,23.9,44.3,14.3
224,224,42.0,0.0,4.0,2.0,5.0,10.0,5.0,52.0,30.0,63.4,9.5,17.2,12.5,25.0,27.8,9.1
225,225,42.0,0.0,11.0,3.0,8.0,10.0,9.0,36.0,25.0,63.6,8.7,16.2,11.4,22.9,35.4,12.8
226,226,47.0,1.0,8.0,2.0,6.0,11.0,6.0,35.0,20.0,74.1,9.1,14.1,10.2,21.5,33.9,9.1
227,227,51.0,0.0,2.0,7.0,9.0,6.0,2.0,35.0,25.0,69.7,6.2,12.6,7.7,20.3,59.9,19.6
228,228,52.0,1.0,8.0,5.0,14.0,9.0,7.0,38.0,17.0,64.8,9.0,16.4,10.9,25.0,54.4,14.4
229,229,58.0,0.0,15.0,3.0,9.0,5.0,7.0,36.0,23.0,60.4,7.2,16.0,10.5,24.7,87.2,21.8
230,230,80.0,1.0,7.0,9.0,11.0,9.0,8.0,42.0,24.0,62.3,3.7,12.0,6.6,20.8,54.8,15.5
231,231,89.0,0.0,7.0,6.0,10.0,12.0,6.0,38.0,22.0,68.0,6.3,12.6,7.8,20.5,60.9,21.2
232,232,64.0,4.0,4.0,3.0,8.0,12.0,8.0,31.0,21.0,70.7,7.4,13.3,8.6,21.3,38.7,13.5
233,233,77.0,0.0,4.0,6.0,20.0,10.0,9.0,35.0,16.0,61.5,7.8,15.9,11.0,24.7,62.7,18.0
234,234,72.0,0.0,8.0,12.0,8.0,11.0,3.0,22.0,10.0,69.4,8.4,14.8,9.8,23.2,74.1,20.9
235,235,66.0,0.0,7.0,5.0,13.0,8.0,7.0,25.0,19.0,67.2,7.3,14.1,9.2,21.8,53.5,14.3
236,236,43.0,0.0,10.0,5.0,18.0,7.0,6.0,32.0,18.0,62.4,5.8,13.6,8.2,21.9,56.4,17.0
237,237,56.0,0.0,6.0,6.0,13.0,12.0,10.0,17.0,10.0,61.2,8.1,17.1,11.6,24.7,50.5,13.7
238,238,66.0,0.0,6.0,5.0,14.0,7.0,5.0,8.0,4.0,58.4,7.4,17.1,10.3,25.9,65.3,20.7
239,239,47.0,0.0,7.0,5.0,14.0,12.0,5.0,9.0,8.0,62.8,6.6,14.7,9.0,25.1,34.4,18.4
240,240,39.0,0.0,0.0,6.0,7.0,3.0,0.0,5.0,3.0,60.1,6.1,14.7,10.0,22.9,34.9,18.3
241,241,82.0,0.0,12.0,5.0,11.0,9.0,8.0,4.0,2.0,65.1,9.3,16.7,11.3,25.7,50.3,14.2
242,242,58.0,0.0,2.0,4.0,7.0,10.0,2.0,1.0,0.0,63.5,6.6,14.7,9.5,24.6,24.6,9.5
243,243,53.0,2.0,10.0,9.0,9.0,14.0,12.0,3.0,3.0,61.8,8.7,17.1,11.2,28.2,29.6,10.8
244,244,43.0,3.0,5.0,5.0,9.0,10.0,3.0,2.0,1.0,65.5,8.5,15.7,10.3,25.0,30.8,10.7
245,245,34.0,0.0,4.0,6.0,9.0,6.0,4.0,5.0,5.0,65.8,9.0,16.2,11.0,25.8,33.6,12.9
246,246,62.0,2.0,5.0,15.0,13.0,8.0,5.0,2.0,0.0,68.5,8.7,15.1,9.5,23.4,33.4,12.1
247,247,39.0,0.0,4.0,7.0,13.0,15.0,10.0,4.0,3.0,62.6,9.5,17.6,13.0,27.0,33.8,11.6
248,248,52.0,0.0,4.0,12.0,11.0,12.0,5.0,2.0,0.0,66.5,9.7,16.8,12.0,26.4,30.3,11.0
249,249,44.0,0.0,1.0,19.0,9.0,9.0,10.0,2.0,1.0,62.4,9.2,17.1,12.6,25.3,32.0,11.3
250,250,54.0,0.0,8.0,17.0,15.0,15.0,13.0,3.0,2.0,67.4,10.5,17.4,11.9,26.7,30.4,11.2
251,251,61.0,3.0,3.0,18.0,16.0,5.0,8.0,10.0,2.0,68.2,8.2,14.6,9.3,23.0,23.7,8.7
252,252,62.0,3.0,8.0,17.0,17.0,10.0,14.0,4.0,4.0,62.3,11.1,19.1,13.8,26.7,25.3,9.1
253,253,80.0,6.0,5.0,8.0,10.0,8.0,6.0,5.0,3.0,67.4,12.2,19.2,13.5,28.3,25.9,9.3
254,254,74.0,3.0,5.0,11.0,9.0,6.0,3.0,10.0,5.0,66.1,8.0,15.1,10.0,22.4,20.1,6.2
255,255,68.0,2.0,5.0,15.0,14.0,16.0,8.0,6.0,5.0,65.9,11.5,18.8,13.1,28.3,20.6,6.1
256,256,65.0,4.0,4.0,18.0,16.0,11.0,4.0,9.0,4.0,61.8,12.2,20.3,16.2,28.9,20.9,5.9
257,257,78.0,0.0,4.0,13.0,10.0,12.0,6.0,7.0,2.0,67.3,11.4,17.9,13.9,25.8,18.2,7.8
258,258,57.0,1.0,5.0,13.0,15.0,9.0,2.0,3.0,2.0,61.4,10.8,19.4,13.6,27.2,19.4,7.6
259,259,58.0,2.0,4.0,12.0,13.0,11.0,10.0,6.0,4.0,64.6,11.4,19.1,14.3,25.7,22.3,12.5
260,260,75.0,2.0,2.0,8.0,10.0,13.0,9.0,6.0,6.0,65.9,9.7,17.7,11.4,25.6,16.3,6.0
261,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
